CMDLINE python simulate.py --project ../projects/niche_construction/13_12_2022/stable/S_N_G_niche-construction_N_100_climate_0.6 --env_type stable --num_gens 80 --trial 4 --selection_type NF --genome_type niche-construction --num_niches 100 --climate_mean_init 0.6
MEM 0.109375 1670943754.9696
MEM 12.507812 1670943755.0735
MEM 20.609375 1670943755.1747
MEM 29.378906 1670943755.2775
MEM 36.859375 1670943755.3794
MEM 42.523438 1670943755.4821
MEM 46.890625 1670943755.5831
MEM 54.832031 1670943755.6866
MEM 61.406250 1670943755.7870
MEM 66.750000 1670943755.8877
MEM 67.117188 1670943755.9929
MEM 67.375000 1670943756.0977
MEM 67.597656 1670943756.1991
MEM 67.687500 1670943756.3029
MEM 67.804688 1670943756.4031
MEM 67.894531 1670943756.5072
MEM 67.925781 1670943756.6074
MEM 67.929688 1670943756.7111
MEM 68.023438 1670943756.8155
MEM 68.031250 1670943756.9186
MEM 68.070312 1670943757.0234
MEM 68.078125 1670943757.1285
MEM 68.109375 1670943757.2325
MEM 68.117188 1670943757.3355
MEM 68.144531 1670943757.4358
MEM 68.222656 1670943757.5392
MEM 68.242188 1670943757.6404
MEM 68.269531 1670943757.7446
MEM 68.285156 1670943757.8460
MEM 68.371094 1670943757.9465
MEM 68.429688 1670943758.0467
MEM 68.492188 1670943758.1507
MEM 68.496094 1670943758.2558
MEM 68.511719 1670943758.3589
MEM 68.542969 1670943758.4611
MEM 68.542969 1670943758.5658
MEM 68.621094 1670943758.6663
MEM 68.691406 1670943758.7713
MEM 68.695312 1670943758.8742
MEM 68.707031 1670943758.9748
MEM 68.714844 1670943759.0793
MEM 68.730469 1670943759.1797
MEM 68.742188 1670943759.2822
MEM 68.757812 1670943759.3829
MEM 68.808594 1670943759.4873
MEM 68.863281 1670943759.5925
MEM 68.863281 1670943759.6936
MEM 68.867188 1670943759.7978
MEM 68.902344 1670943759.8981
MEM 68.906250 1670943759.9998
MEM 68.906250 1670943760.1027
MEM 68.921875 1670943760.2062
MEM 68.937500 1670943760.3102
MEM 68.964844 1670943760.4116
MEM 68.996094 1670943760.5145
MEM 69.000000 1670943760.6147
MEM 69.019531 1670943760.7163
MEM 69.031250 1670943760.8215
MEM 69.031250 1670943760.9267
MEM 69.042969 1670943761.0308
MEM 69.062500 1670943761.1342
MEM 69.070312 1670943761.2377
MEM 69.085938 1670943761.3405
MEM 69.101562 1670943761.4408
MEM 69.117188 1670943761.5447
MEM 69.121094 1670943761.6459
MEM 69.140625 1670943761.7500
MEM 69.179688 1670943761.8526
MEM 69.179688 1670943761.9534
MEM 69.187500 1670943762.0547
MEM 69.191406 1670943762.1556
MEM 69.195312 1670943762.2573
MEM 69.230469 1670943762.3612
MEM 69.234375 1670943762.4626
MEM 69.246094 1670943762.5646
MEM 69.289062 1670943762.6649
MEM 69.316406 1670943762.7665
MEM 69.355469 1670943762.8707
MEM 69.378906 1670943762.9712
MEM 69.394531 1670943763.0725
MEM 69.441406 1670943763.1749
MEM 69.480469 1670943763.2799
MEM 69.496094 1670943763.3822
MEM 69.539062 1670943763.4855
MEM 69.593750 1670943763.5875
MEM 69.613281 1670943763.6877
MEM 69.625000 1670943763.7889
MEM 69.640625 1670943763.8940
MEM 69.648438 1670943763.9971
MEM 69.656250 1670943764.0996
MEM 69.679688 1670943764.2044
MEM 69.695312 1670943764.3062
MEM 69.710938 1670943764.4112
MEM 69.722656 1670943764.5133
MEM 69.769531 1670943764.6179
MEM 69.773438 1670943764.7221
MEM 69.812500 1670943764.8245
MEM 69.824219 1670943764.9293
MEM 69.828125 1670943765.0315
MEM 69.839844 1670943765.1318
MEM 69.839844 1670943765.2356
MEM 69.847656 1670943765.3360
MEM 69.863281 1670943765.4407
MEM 69.871094 1670943765.5447
MEM 69.886719 1670943765.6459
MEM 69.898438 1670943765.7502
MEM 69.933594 1670943765.8524
MEM 69.937500 1670943765.9543
MEM 69.957031 1670943766.0573
MEM 69.980469 1670943766.1612
MEM 69.988281 1670943766.2646
MEM 70.003906 1670943766.3657
MEM 70.003906 1670943766.4660
MEM 70.011719 1670943766.5711
MEM 70.015625 1670943766.6717
MEM 70.093750 1670943766.7746
MEM 70.140625 1670943766.8750
MEM 70.144531 1670943766.9753
MEM 70.156250 1670943767.0805
MEM 70.164062 1670943767.1814
MEM 70.187500 1670943767.2825
MEM 70.214844 1670943767.3877
MEM 70.214844 1670943767.4920
MEM 70.226562 1670943767.5948
MEM 70.257812 1670943767.6980
MEM 70.265625 1670943767.8008
MEM 70.277344 1670943767.9060
MEM 70.300781 1670943768.0080
MEM 70.316406 1670943768.1112
MEM 70.332031 1670943768.2157
MEM 70.335938 1670943768.3160
MEM 70.343750 1670943768.4178
MEM 70.378906 1670943768.5224
MEM 70.386719 1670943768.6249
MEM 70.390625 1670943768.7293
MEM 70.410156 1670943768.8326
MEM 70.437500 1670943768.9336
MEM 70.445312 1670943769.0388
MEM 70.464844 1670943769.1439
MEM 70.472656 1670943769.2479
MEM 70.472656 1670943769.3481
MEM 70.480469 1670943769.4483
MEM 70.515625 1670943769.5522
MEM 70.523438 1670943769.6574
MEM 70.539062 1670943769.7593
MEM 70.550781 1670943769.8633
MEM 70.550781 1670943769.9647
MEM 70.558594 1670943770.0671
MEM 70.578125 1670943770.1674
MEM 70.589844 1670943770.2725
MEM 70.582031 1670943770.3751
MEM 70.593750 1670943770.4758
MEM 70.617188 1670943770.5767
