CMDLINE python simulate.py --project ../projects/niche_construction/13_12_2022/stable/S_N_G_niche-construction_N_100_climate_0.6 --env_type stable --num_gens 65 --trial 2 --selection_type NF --genome_type niche-construction --num_niches 100 --climate_mean_init 0.6
MEM 0.109375 1670942707.5473
MEM 13.925781 1670942707.6500
MEM 25.863281 1670942707.7517
MEM 36.578125 1670942707.8522
MEM 42.601562 1670942707.9536
MEM 50.347656 1670942708.0570
MEM 59.367188 1670942708.1575
MEM 66.339844 1670942708.2600
MEM 66.875000 1670942708.3602
MEM 67.003906 1670942708.4637
MEM 67.117188 1670942708.5655
MEM 67.207031 1670942708.6698
MEM 67.296875 1670942708.7742
MEM 67.343750 1670942708.8750
MEM 67.441406 1670942708.9786
MEM 67.464844 1670942709.0811
MEM 67.507812 1670942709.1815
MEM 67.601562 1670942709.2858
MEM 67.617188 1670942709.3871
MEM 67.917969 1670942709.4909
MEM 67.953125 1670942709.5940
MEM 67.953125 1670942709.6952
MEM 68.000000 1670942709.7957
MEM 68.039062 1670942709.8987
MEM 68.097656 1670942709.9991
MEM 68.101562 1670942710.1037
MEM 68.109375 1670942710.2081
MEM 68.121094 1670942710.3095
MEM 68.156250 1670942710.4109
MEM 68.195312 1670942710.5160
MEM 68.187500 1670942710.6212
MEM 68.195312 1670942710.7242
MEM 68.199219 1670942710.8252
MEM 68.261719 1670942710.9268
MEM 68.343750 1670942711.0276
MEM 68.351562 1670942711.1321
MEM 68.398438 1670942711.2358
MEM 68.417969 1670942711.3404
MEM 68.417969 1670942711.4409
MEM 68.500000 1670942711.5437
MEM 68.507812 1670942711.6470
MEM 68.531250 1670942711.7509
MEM 68.550781 1670942711.8535
MEM 68.558594 1670942711.9570
MEM 68.578125 1670942712.0576
MEM 68.625000 1670942712.1615
MEM 68.628906 1670942712.2654
MEM 68.656250 1670942712.3699
MEM 68.687500 1670942712.4701
MEM 68.691406 1670942712.5726
MEM 68.703125 1670942712.6756
MEM 68.718750 1670942712.7769
MEM 68.726562 1670942712.8779
MEM 68.804688 1670942712.9816
MEM 68.820312 1670942713.0856
MEM 68.835938 1670942713.1905
MEM 68.875000 1670942713.2909
MEM 68.882812 1670942713.3931
MEM 68.910156 1670942713.4945
MEM 68.953125 1670942713.5957
MEM 68.980469 1670942713.6976
MEM 69.023438 1670942713.8016
MEM 69.027344 1670942713.9038
MEM 69.039062 1670942714.0087
MEM 69.078125 1670942714.1102
MEM 69.078125 1670942714.2104
MEM 69.078125 1670942714.3106
MEM 69.105469 1670942714.4117
MEM 69.109375 1670942714.5121
MEM 69.113281 1670942714.6154
MEM 69.187500 1670942714.7206
