CMDLINE python ../scripts/run/run_archive.py 1 local
MEM 0.105469 1670939665.0514
MEM 12.546875 1670939665.1565
MEM 22.179688 1670939665.2615
MEM 22.179688 1670939665.3658
MEM 22.179688 1670939665.4693
MEM 22.179688 1670939665.5742
MEM 22.179688 1670939665.6758
MEM 22.179688 1670939665.7793
MEM 22.179688 1670939665.8839
MEM 22.179688 1670939665.9889
MEM 22.179688 1670939666.0936
MEM 22.179688 1670939666.1973
MEM 22.179688 1670939666.3022
MEM 22.179688 1670939666.4070
MEM 22.179688 1670939666.5122
MEM 22.179688 1670939666.6157
MEM 22.179688 1670939666.7200
MEM 22.179688 1670939666.8233
MEM 22.179688 1670939666.9249
MEM 22.179688 1670939667.0293
MEM 22.179688 1670939667.1337
MEM 22.179688 1670939667.2378
MEM 22.179688 1670939667.3428
MEM 22.179688 1670939667.4452
MEM 22.179688 1670939667.5493
MEM 22.179688 1670939667.6540
MEM 22.179688 1670939667.7574
MEM 22.179688 1670939667.8580
MEM 22.179688 1670939667.9631
MEM 22.179688 1670939668.0668
MEM 22.179688 1670939668.1696
MEM 22.179688 1670939668.2744
MEM 22.179688 1670939668.3781
MEM 22.179688 1670939668.4826
MEM 22.179688 1670939668.5864
MEM 22.179688 1670939668.6900
MEM 22.179688 1670939668.7926
MEM 22.179688 1670939668.8953
MEM 22.179688 1670939669.0002
MEM 22.179688 1670939669.1030
MEM 22.179688 1670939669.2069
MEM 22.179688 1670939669.3081
MEM 22.179688 1670939669.4132
MEM 22.179688 1670939669.5179
MEM 22.179688 1670939669.6212
MEM 22.179688 1670939669.7255
MEM 22.179688 1670939669.8305
MEM 22.179688 1670939669.9343
MEM 22.179688 1670939670.0390
MEM 22.179688 1670939670.1441
MEM 22.179688 1670939670.2442
MEM 22.179688 1670939670.3493
MEM 22.179688 1670939670.4536
MEM 22.179688 1670939670.5585
MEM 22.179688 1670939670.6631
MEM 22.179688 1670939670.7666
MEM 22.179688 1670939670.8692
MEM 22.179688 1670939670.9738
MEM 22.179688 1670939671.0780
MEM 22.179688 1670939671.1831
MEM 22.179688 1670939671.2874
MEM 22.179688 1670939671.3914
MEM 22.179688 1670939671.4957
MEM 22.179688 1670939671.5998
MEM 22.179688 1670939671.7042
MEM 22.179688 1670939671.8089
MEM 22.179688 1670939671.9140
MEM 22.179688 1670939672.0182
MEM 22.179688 1670939672.1233
MEM 22.179688 1670939672.2267
MEM 22.179688 1670939672.3317
MEM 22.179688 1670939672.4357
MEM 22.179688 1670939672.5404
MEM 22.179688 1670939672.6454
MEM 22.179688 1670939672.7505
MEM 22.179688 1670939672.8554
MEM 22.179688 1670939672.9556
MEM 22.179688 1670939673.0592
MEM 22.179688 1670939673.1633
MEM 22.179688 1670939673.2676
MEM 22.179688 1670939673.3710
MEM 22.179688 1670939673.4754
MEM 22.179688 1670939673.5917
MEM 22.179688 1670939673.7067
MEM 22.179688 1670939673.8079
MEM 22.179688 1670939673.9128
MEM 22.179688 1670939674.0135
MEM 22.179688 1670939674.1173
