CMDLINE python ../scripts/run/run_archive.py 1 local
MEM 0.109375 1670939650.5015
MEM 12.582031 1670939650.6054
MEM 21.503906 1670939650.7091
MEM 22.226562 1670939650.8127
MEM 22.226562 1670939650.9171
MEM 22.226562 1670939651.0174
MEM 22.226562 1670939651.1209
MEM 22.226562 1670939651.2257
MEM 22.226562 1670939651.3301
MEM 22.226562 1670939651.4350
MEM 22.226562 1670939651.5401
MEM 22.226562 1670939651.6430
MEM 22.226562 1670939651.7438
MEM 22.226562 1670939651.8475
MEM 22.226562 1670939651.9525
MEM 22.226562 1670939652.0574
MEM 22.226562 1670939652.1588
MEM 22.226562 1670939652.2639
MEM 22.226562 1670939652.3688
MEM 22.226562 1670939652.4737
MEM 22.226562 1670939652.5768
MEM 22.226562 1670939652.6772
MEM 22.226562 1670939652.7813
MEM 22.226562 1670939652.8862
MEM 22.226562 1670939652.9892
MEM 22.226562 1670939653.0932
MEM 22.226562 1670939653.1979
MEM 22.226562 1670939653.3025
MEM 22.226562 1670939653.4051
MEM 22.226562 1670939653.5066
MEM 22.226562 1670939653.6101
MEM 22.226562 1670939653.7151
MEM 22.226562 1670939653.8156
